artist,title,album,date,lyrics
NOFX,I'm So Sorry Tony,First Ditch Effort,10/07/2016,"I've never known a better writer or a better guy
His songs wouldn't just touch you
They would punch you in the eye
It doesn't happen a lot when everybody has the same thought
'He wasn't supposed to die'
So let's CLANK our beers and give three cheers for Tony Sly
I never heard a bad word about him
I never heard a bad melody
His dying isn't tragic, it's a fucking catastrophe
I've lost my parents and so many friends I chalk it, c'est la vie
It's nothing like losing my friend Tony
Sometimes on weekends when our kids hang out together
Kiera tells Darla that her dad's songs are better
And I think she's sad, cuz tomorrow she hopes her dad
Will be coming home, cuz he told her that 3 years ago on the phone
Tony, you make me see myself in a way I don't wanna see
Do I have to stop living so wrecklessly?
So I can be the father I know I can be
All the endless nights we had, the 20 years of laughs
I've looked but I can't find any photographs of us
Because it's weird to take photos with your best friends
Cuz you don't think that you'll never see them again
I'm sorry that I wasn't there for you
When you needed me in the end
I was there to give your eulogy
But not when you needed a friend
When they lowered your body into the ground
Even the piper began to cry
From coast to coast, let's raise our drinks and give a toast to Tony Sly"
NOFX,It Ain't Lonely at the Bottom,First Ditch Effort,10/07/2016,"I look around, I look around me
So many things to do, there's so many things to see
I'm lookin' up, at the Upper Crusties
I know they pity me, because I do what I please
It may be lonely at the top
But for those of us who couldn't stop
We've got a hundred dozen friends
Who make sure the party never ends
We're at a one way dead end cul-de-sac
I hit rock bottom but it didn't hit back
I gotta say this really ain't so bad
It's a funny thing, it's never lonely
I really can't complain cuz it feels like home to me
Tell me to quit and talking shit about
I really gotta say, this bottom ain't so bad
I got a demon juggernaut from battles I already fought
I put the cog in cognition, I'll sign my last resignation
There is a neon sign and a wooden plaque, they say:
You've hit the bottom, we knew you'd be back
I gotta say, it really ain't so bad
Tell me to quit, I'm sick of hearin' it
Don't see the benefit because it's really not so bad
Just kinda sad"
NOFX,Oxy Moronic,First Ditch Effort,10/07/2016,"I've been called an OxyMoron
Because I question which drugs our war's on
Why are there more drug stores
Than liquor stores you can score on
The healers have become the harmers
They're just pharmaceutical farmers
What we used to call dealers
We now call doctors
I might be a CDCynic
Cause that crack house is now a clinic
It's time they change the name of the oath to
The hypocritic or the parasitic
It isn't Adderalltruistic
By over prescribing
How can we fight them in a Suboxone ring
I'll throw a Prozacuzation
With a sub-Ketamine-ing
They'll say my fears are Quaaludacris
They should be Ativanishing
With every Demeroltercation
They'll have a good Xanaxplanation
You're just Cialistrated
Cause we made your dick deflated
It's OxyMoronic
It's OxyMoronic
It should be doctors getting busted
For their Klonopinions we trusted
We're not the sinners
They're the ones
That served us the Vicodinners
I don't want to be an alarmist
But in that harmacy there's a harmacist
And those scripts are making us Paximple minded pacifists
It's OxyMoronic
It's OxyMoronic
It's OxyMoronic
Don't think that I AmBien crazy
The medical industrial complex
Keeps us Viagravated and hard to come
Because of Percosex
How can we Hydrocondone
Their blatant misconduct
They don't care for patients
They care about pushing product
Are you OxyMoronic
For wanting your daily chronic
And making your mom's house hydroponic
You're OxyMoronic
I've been called an OxyMoron
For getting my metaphor on
Linoleum is a Flooron
I'm an OxyMoron
It's time to be alarmed
We're not being healed
We're being harmed
Our country's being factory farmed
It's OxyMoronic
It's time to sound to alarma
We can't put our faith in karma
We got a common enemy
And they're called Big Pharma
And it's OxyMoronic
And it's OxyMoronic
It's all OxyMoronic
It's all OxyMoronic

Daily chronic, now most of your house is, okay
""Most of your house is"" what does that even mean?
He's turned most of his house into hydroponic
Why wouldn't he have turned all of it into hydroponic?
Well cause he lives there
""Now all of your house is hydroponic""
Most is sappy
Really? It's like saying maybe
How about ""Now your mom's house is hydroponic""
Yeah! That's fucking way better
God you fucking woke up
Come on Mike, where you been
Where you been all month?"
NOFX,Sid and Nancy,First Ditch Effort,10/07/2016,"Just like the Kennedys killed Marilyn Monroe
The Reagans had a secret the public couldn't know
At Winterland his wife was wankin' a kid
And he couldn't let anyone know what she did
The voters couldn't know about Nancy and Sid
I'm sorry dear but this is how it's gotta be
You gotta kill the groupie and frame the junkie
No one cares about Nancy Spungen
And Sid will be on Rikers in the dungeon
If you wanna be the first lady, you gotta get rid of Sid
And make it look like an OD
Hinckley didn't do it for Jodie Foster
He was a Pistols fan and a punk rocker
He wanted revenge on the First Lady
But instead he shot Reagan and James Brady
Everybody knows what Mrs. Reagan did'
Sid never killed Nancy
Nancy killed Sid
Now we all know what Nancy did
She stabbed the groupie and blamed it on Sid"
Jimmy Eat World,You With Me,Integrity Blues,10/07/2016,"I don't stand a chance
Against the glow of answers
Lighting up your face across the pillow landscape
The list of things
I feel is crazy
News to me that I would need a second wake up

It's all been happening
Like they said it might
Am I weak if I want to fight?

What makes our love so hard to be?
Is it you? Or is that you with me?
For just the possibility
I'd have given anything
We play along, we sell
But only so much we can tell ourselves
Is it you? Or is it that you with me?
You with me
You with me

Pull like magnets
Cloud of static
The air between is punishing, but nothing happens

Scared to say it
Even to yourself
Am I weak if I want to help?

What makes our love so hard to be?
Is it you? Or is that you with me?
For just the possibility
I'd have given anything
We play along, we sell
But only so much we can tell ourselves
Is it you? Or is it that you with me?
You with me
You with me


Wrong I'm certain
And it's sad to think of
Expecting different outcomes with a better question

Fear and comfort
Are both one the same
Am I weak if I want to wait?

What makes our love so hard to be?
Is it you? Or is that you with me?
For just the possibility
I'd have given anything
We play along, we sell
But only so much we can tell ourselves
Is it you? Or is it that you with me?
You with me
You with me
We play along, we sell
But only so much we can tell ourselves
Is it you? Or is it that you with me?
You with me
You with me
Is it you? Or is it that you with me?
You with me
You with me"
Green Day,Forever Now,Revolution Radio,10/07/2016,"My name is Billie and I'm freaking out
I thought therefore I was
Well I can't really figure it out
I sit alone with my thoughts and prayers
Scream out my memories
As if I was never there
Standing at the edge of the world
Is giving me the chills
Looking down the edge of the world
Lost in a tango
It's freaking me out
Burning lights and blackouts
From the edge of the world
From the edge of the world
I'm like a punk rocker on Labor Day
How the hell did I work so hard
To be born this way?
I never learned to read or write so well
(Freaking out)
But I can play the guitar until it hurts like hell
Standing at the edge of the world
Is giving me the chills
Looking down the edge of the world
Lost in a tango
It's freaking me out
Burning lights and blackouts
From the edge of the world
From the edge of the world

If this is what you call the good life
I want a better way to die
If this is what you call the good life
I want a better way to die
Oh I don't want to think about tomorrow
Don't want to think about it, Oh
It doesn't matter anyway
Oh I, I wanna start a revolution
I wanna hear it on my radio
I'll put it off another day
I want a new conspiracy
And the silence of a thousand cries
So hurry up
I want a better way to die

I'm running late to somewhere now
That I don't want to be
Where the future and promises
Ain't what it used to be
I never wanted to compromise
Or bargain with my soul
How did a life on the wild side
Ever get so full?
Somewhere now
Somewhere now
Somewhere now
Somewhere now
Oh I don't want to think about tomorrow
Don't want to think about it, Oh
It doesn't matter anyway
Oh I, I wanna start a revolution
I wanna hear it on my radio
I'll put it off another day
Oh I don't wanna think about tomorrow
Don't wanna think about it, Oh
It doesn't matter anyway
Oh I, I wanna start a revolution
I wanna hear it on my radio
I'll put it off another day
(I ain't gonna stand in line no more!)"
Green Day,Ordinary World,Revolution Radio,10/07/2016,"Where can I find the city of shining light
In an ordinary world?
How can I leave a buried treasure behind
In an ordinary world?

The days into years roll by
It's where that I live until I die
Ordinary world

What would you wish if you saw a shooting star
In an ordinary world?
I'd walk to the end of the earth and afar
In an ordinary world

Baby, I don't have much
But what we have is more than enough
Ordinary world

Where can I find the city of shining light
In an ordinary world?
How can I leave a buried treasure behind
In an ordinary world?

Baby, I don't have much
But what we have is more than enough
Ordinary world"
Green Day,Outlaws,Revolution Radio,10/07/2016,"Life after youth
Faded in twilight
The dawn of a criminal in bloom
First love
First forgiveness
We were delinquents
Freaks of a faded memory

Outlaws, when we were forever young
When we were outlaws
We're outlaws of redemption
Baby Hooligans
We destroyed suburbia
When we were outlaws
The outlaws of forever

Scars, broken hearts
Breaking in cars
Running in the light of the moon
Lost souls
Bottle rockets
All that we wanted
Is for a life beyond the stars

Outlaws, when we were forever young
When we were outlaws
We're outlaws of redemption
Baby Hooligans
We destroyed suburbia
When we were outlaws
We're outlaws of forever, baby

I got no supervision
Nothing will change my spirits
Race around with my innocence
I'll plead my innocence
But that's my best defense
When you are young

Outlaws, when we were forever young
When we were outlaws
We're outlaws of redemption
Baby Hooligans
We destroyed suburbia
When we were outlaws
The outlaws of forever

I found a knife by the railroad track
You took a train and you can't go back
Forever now
Forever now, you'll roam"
Green Day,Somewhere Now,Revolution Radio,10/07/2016,"I'm running late to somewhere now I don't want to be
Where the future and promises ain't what it used to be
I never wanted to compromise or bargain with my soul
How did a life on the wild side ever get so dull?

All grown up and medicated
I'm high on cellular waves
I put the ""riot"" in patriot
And we all die in threes

I got a seat in the middle of the road
I'm gonna take my time
I shop online so I can vote
At the speed of life
I'm like a drone way up in the sky
I'm a shooting star
There's a soldier that's freaking out
P.S. this is war

All grown up and medicated
I'm high on cellular waves
I put the ""riot"" in patriot
And we all die in threes
All we want is money and guns
A new catastrophe
Here goes nothing, there's nothing to lose
It's a small price we pay
When we all die in threes

Somewhere now
Somewhere now
Somewhere now
Somewhere now
Somewhere now
Somewhere now

Hallelujah! I found my soul
Under the sofa pillows
Congratulations, I found myself
Somewhere now
Somewhere now
Somewhere now"
Green Day,Too Dumb to Die,Revolution Radio,10/07/2016,"Oh, oh I love you
Oh, oh I do
I got a sentimental illness for you
Please don't go away, oh yeah

I was a high school atom bomb
Going off on the weekends
Smoking dope and mowing lawns
And I hated all the new trends

Me and my friends sang:
""Woah! Here's to the middle of the road!
At least it's better than here""

Looking for a cause
But all I got was Santa Claus
I'm hanging on a dream that's too dumb to die
I feel like a cello
Lost somewhere over the rainbow
Way up high, too scared to dream
But too dumb to die

My daddy always was on strike
Going off with the Teamsters
He said that ""Everything will be alright...
Not every Sunday can be Easter""

The picket line screamed:
""Woah! Don't cross
Don't cross the line because you'll be a scab, not a martyr!""

Looking for a cause
But all I got was camouflage
I'm hanging on a dream that's too dumb to die
I feel like a cello
Lost somewhere over the rainbow
Way up high
Too scared to dream
But too dumb to... uhm... yeah..
Hey!

Looking for a cause
But all I got was camouflage
I'm hanging on a dream that's too dumb to die
I feel like a cello
Lost somewhere over the rainbow
Way up high, too scared to dream
But too dumb to die"
Green Day,Troubled Times,Revolution Radio,10/07/2016,"What good is love and peace on earth
When it's exclusive?
Where's the truth in the written word
If no one reads it?
A new day dawning
Comes without warning
So don't think twice

We live in troubled times
We live in troubled times

What part of history we've learned
When it's repeated?
Some things we'll never overcome
If we don't seek it
The world stops turning
Paradise burning
So don't think twice

We live in troubled times
We live in troubled times
We live in troubled times

We run for cover
Like a skyscraper's falling down
And then I wonder
Like a troubled mind

What good is love and peace on earth
When it's exclusive?
Where's the truth in the written word
If no one reads it?
A new day dawning
Comes without warning
So don't look twice

We live in troubled times
We live in troubled times
We live in troubled times
We live in troubled times
We live in troubled times
We live in troubled times"
Green Day,Youngblood,Revolution Radio,10/07/2016,"Youngblood
Youngblood
Youngblood
She's my little youngblood
Youngblood
Youngblood
Youngblood
Punch drunk and youngblood

She's a loner
Not a stoner
Bleeding heart and the soul of Ms. Teresa
Supernova
Cherry Cola
She's the cedar in the trees of Minnesota
I'm a rough boy
Around the edges
Gettin' drunk and falling into hedges
She's my weakness
Fuckin' genius
Swear to god and I'm not even superstitious

Youngblood
Youngblood
Youngblood
She's my little youngblood
Youngblood
Youngblood
Youngblood
Punch drunk and youngblood

I wanna hold you like a gun
We'll shoot the moon into the sun (Daylight)
Alright, alright

Are you stranded
Like I'm stranded?
Do you wanna watch the world fall to pieces?
Are you broken
Like I'm broken?
Are you restless?
She said: ""Fuck you, I'm from Oakland!""

Youngblood
Youngblood
Youngblood
She's my little youngblood
Youngblood
Youngblood
Youngblood
Punch drunk and youngblood"
Jimmy Eat World,You Are Free,Integrity Blues,10/14/2016,"Riddles keep me up at night
A lonely feeling to be understood
You told me often how it was
But I wasn't ready to hear it so plain
Amazing the effort we put in
Amazing the emotional bridges, tunnels, roads, and ways
We go around what's one step from our face
I see it clearly now

Honey, you are free
As much as you can stand to be
You are free
And it's anything you think that means
You are free
To be who you want
What you need
Yeah, who you want
What you need
Baby, you are free

Everyone has their opinions
But I'm the one that's gotta walk it
So much fear to get over
And so much pain to get past
Wish there was a easy way through
Wish there was a way to learn it all
And have my bright new shiny tools
Without the cost attached
I think we've paid enough

Honey, you are free
As much as you can stand to be
You are free
And it's anything you think that means
You are free
To be who you want
What you need
Yeah, who you want
What you need
Baby, you are free

I think we've paid enough
I think we've paid enough

Honey, you are free
As much as you can stand to be
You are free
And it's anything you think that means
You are free
To be who you want
What you need
Yeah, who you want
What you need
Baby, you are free"
Trophy Eyes,Chemical,Chemical Miracle,10/14/2016,"Break it down to an inside voice
The one that speaks the loudest always knows the least
We know the speed of light
But not the speed of thought. -
Is it chemical or miracle each time we talk?
What is a minute but a man made name?
Given to the emptiness and infinite space
To comprehend the time between asleep and awake
And read it on our graves
As a dash between the dates
We're so afraid
Of the limits we've made
If love is just a chemical reaction
Why is death so different?"
Trophy Eyes,Counting Sheep,Chemical Miracle,10/14/2016,"I keep my days open for sleeping in
I'll keep my days open for sleeping in
A late night phone call from someone you don't miss
You keep them alive with simple small talk shit

Uncomfortably honest, and honestly lonely
You've got somewhere to be
Hey man, don't worry about me
The city stopped moving
I'm alone with my secrets
I could probably hang myself with the curtains

This is the portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years
Yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own, yeah

I keep my days open for sleeping in
I'll keep my days open for sleeping in
A late night phone call from someone you don't miss
You keep them alive with simple small talk shit

Please don't let me leave alone tonight
I'll wait by your driveway in case you change your mind
And we can keep drinking 'til it feels alright
You know we don't have to talk, we could just be alive
Please don't let me leave on my own tonight
You know I'll wait by your driveway in case you change your mind
And we can keep drinking 'til it feels alright
You know we don't have to talk we could just be alive

I keep my days open for sleeping in
I'll keep my days open for sleeping in

This is a portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years, yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own
This is a portrait of a man, morning coffee in his hand
With front row seats to old repeats of a highlight reel for years, yeah
And all the things I never said are doing circles in my head
Like counting sheep with no relief
Just another night on my own"
Trophy Eyes,Daydreamer,Chemical Miracle,10/14/2016,"Landed alone in a city that used to love me
Running from a six month winter that wants me back
I know it's summer, but Sydney's December is
More cold blooded than I remember and
These two bags are all that I have left

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

A snap glance between yourselves
When I don't get it right
Where do you go when I'm around?
These days are like the old days but you just care a little less
I don't blame you, I don't really like myself that much as well

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

Pack of cigarettes didn't stand a chance
Domestic airport on my own, welcome home
Pack of cigarettes didn't stand a chance
Domestic airport on my own, welcome home

I got friends, I got friends
They don't love me like I love them
I got friends, I got friends
They don't love me like I love them
I love them

Daydreamer
No one's gonna love you like you love them
It's like your old man said
""It's not your fault, you're just different""
Alone and different
Daydreamer
No one's going to love you like you love them
It's like your old man said
""It's not your fault, you're just different""
Alone and different"
Trophy Eyes,Home Is,Chemical Miracle,10/14/2016,"The tingle in your stomach when you find someone you used to know
Under random circumstance makes you feel a little less alone
The memories come flooding back
The lives you lived, and the hearts you broke
The times that you felt safe in all the different area codes
Pack your bags, say your goodbyes
Find somewhere new to go
Make new friends who don't know anything about you
It all starts making sense when you never found what you were looking for
It's not a place but a person who feels like home
Packed my life into a single cardboard box
Stayed out my welcome not wanted anymore
I'll add this home to the path of destruction I know so well
New story new friends
New postcode no pain
It's always the same
The nothing feeling

Crack the door
Let the lights bleed in
I'm so poetic when I've been drinking
Your name's a thought on the tip of my tongue
A hand in my head and I came undone
I guess it's kinda nice to know that nothing will change when I'm gone
I'll stay numb until my day in the sun

Crack the door
Let the lights bleed in
I'm so poetic when I've been drinking
I've got two legs over your arm rests
Cause I'm too tall for couch surfing
I fucking hate myself but I've got no scars on my forearms
I just can't sleep until I'm fucking wasted "
Trophy Eyes,Miracle,Chemical Miracle,10/14/2016,"I want to die some inconspicuous way
To have everything mean nothing, would mean everything to me
To die in a way that would hurt my mother the least
To stay out of the papers and off the TV
I wouldn't bleed out in a bathtub 'cause blood fucking scares me
But i'd jump in front of a car like so many of my friends have
Like the time you took the needle even though it can kill you
And Tom  couldn't sleep for weeks 'cause he had to watch you
What choice did I have when all the men in my family
Thought the only answer all would be swinging from trees
I know that it's selfish
Punching out early
But who's gonna miss me?
Who's gonna miss me?
Who the fuck's gonna miss me?
Who the fuck's gonna miss me?"
Trophy Eyes,Nose Bleed,Chemical Miracle,10/14/2016,"Typical me in the nosebleeds
Late to my own funeral
Down, down in front
A childhood flash in front of me
No matter how hard you try
You just can't fix what isn't there
I'll never love you like a father
But I'll love you like a friend
I'll learn to love you if it kills me

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us

Typical me in the palm trees
Got no time for anyone
Call, call your son
And break your heart with the message tone
A heavy hand makes the man
I know you knew no different
So I can't hate you for it
But I can't help the distance

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us

Friend
I'll learn to love you if it kills me

Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us
Taught to run
And die alone
Left you wasted by the phone
You sure made men out of us"
Trophy Eyes,Rain On Me,Chemical Miracle,10/14/2016,"Rain
Rain on me
Every raindrop that touches my skin
Makes a sound like your name
Makes a sound like your name

It made a hole inside of me
A hungry aching void
That clamoured to be filled
And only found easement in your voice

I'll keep the world awake
For taking me away
As long as there's breath left in me
None shall sleep
Stay
I'll be your favourite mistake

I can feel it deep inside of me
I can feel it burning in my skin
But I'm too old - too firmly moulded
To say how you make me feel


Stay
I'll be your favourite mistake"
Trophy Eyes,Suicide Pact,Chemical Miracle,10/14/2016,"I watch the lights blur into one
And sound like a passing train
With my head outside the car
In the back seat
I threw a bottle from the window
Just to watch it break
It bounced and retained it's shape
Would my body do the same?
Please just drive this car into a wall
Anything to break the silence
We could die on impact
Or we could just drive straight through

Pick your bones up off the street
Take the car back before someone knows it's missing
Burn it out on the side of the road
We know that's what you're good at
Make your annual escape from home
Before they know what hit them

Walk on your friends to fly
We've run out of reasons for watching you die

We were just children
When I held your hand
I promised if you go then I go the same
What a stupid way to see
If your friends can keep their promises
Aren't you tired of hospital beds?

I know the feeling man
You can't count the fuck ups on two hands

Like running water
What are you running from?

What a stupid way to see
If your friends can keep their promises

If you go
I go

Aren't you tired of hospital beds?"
Jimmy Eat World,Integrity Blues,Integrity Blues,10/21/2016,"I wish I could hold
I wish I could touch
But a fool just wants and wants
It's all what you do
When no one cares
No one's chasing you
No one's making you
Spend lonely nights
Poisoned through and through
It's all what you do
When no one is there
It's all what you do
When no one cares
I get lost and think
Lose myself to dreams
The world moves anyway
The world will have its say
Lord, I'm wondering
If what you're telling me
Is I got work to do
Yes, I got work to do
I wish I could hold
I wish I could touch
But a fool
Just wants and wants and wants and wants
It's all what you do
When no one is there
It's all what you do
When no one cares"
Jimmy Eat World,It Matters,Integrity Blues,10/21/2016,"We're losing several steps ahead, it's strange
Anything you do, any way you move
Then with any strain it feels so helpless
A trap we build ourselves, we can't be without

When you pull away, I say it matters
With a quiet face, I break, I shatter
Then okay, we'll trade, but after
Nothing new to see, saying what you mean
When you pull away

I imagine talks that last all night
Never bring it up, but every day I want to
I think about us dancing, but it's not something we do
Well there's my dream, doesn't it sound good to you?

When you pull away, I say it matters
With a quiet face, I break, I shatter
Then okay, we'll trade, but after
Nothing new to see, saying what you mean
When you pull away


When you pull away, I say it matters
With a quiet face, I break, I shatter
Then okay, we'll trade, but after
Nothing new to see, saying what you mean
When you pull away
Nothing new to see, saying what you mean
When you pull away"
Jimmy Eat World,Pass the Baby,Integrity Blues,10/21/2016,"The best decision made
Was letting me take the stage
Do what I say exactly
Remember you called me
There's something we can count on
These boys like swinging low
If it gets too ugly
Well that's our industry
We feed and feed

You pass the baby here
No, they won't shoot
You pass the baby here

There's always something happening
But not for us to say
What we'll let them hear is candy they can't eat
The amateurs keep typing
The numbers keep on changing
It's almost too easy
The pictures frame themselves

You pass the baby here
No, they won't shoot
You pass the baby here
Pass the baby here
No, they won't shoot
You pass the baby here"
Jimmy Eat World,Pol Roger,Integrity Blues,10/21/2016,"Thanks for the offer, but I'm not scared
To spend my birthday alone
Miles of water, sun, and sand
A gift I give myself
No one in sight for help
I walked at random 'til I lost everyone
Some corner of Hyde Park
Got to my knees and planted hands
And let the world go dark
Wondering where you are
Somewhere, spinning like me?
Oh, baby, I can dream

First they'll think you're lost, but you're not
It's the easy feeling
Yeah, there's every chance you could crash
If you don't believe it
Why spend more time in a lie if it goes on that way?
Love don't come to you, who knew?
It just was there always

My room tonight has its own name
The key says Pol Roger
I'd say get on and close the bedpost curtains
Pretend the ground is fire
I know that'd make you smile
Are you alone like me?
Alone but not lonely

First they'll think you're lost, but you're not
It's the easy feeling
Yeah, there's every chance you could crash
If you don't believe it
Why spend more time in a lie if it goes on that way?
Love don't come to you, who knew?
It just was there always

First they'll think you're lost, but you're not
It's the easy feeling
Yeah, there's every chance you could crash
If you don't believe it
Why spend more time in a lie if it goes on that way?
Love don't come to you, who knew?
It just was there always"
Jimmy Eat World,Pretty Grids,Integrity Blues,10/21/2016,"There's a sound that's true, but the voice is new
And a half-dancing attempt to learn your name
Right place and time for the haze and lights
There's a chance I meet your eyes if I move in

Someday we might not bother
Line up the way we should
Why not? The sun just feels too good
Sometimes the right one finds us
Who cares why they do?
Why not? We jump because we could

When the fight is done and the feelings come
Is it more than what you thought or even want?
No place feels right for a busy mind
However goes the night, it's what you've got

Someday we might not bother
Line up the way we should
Why not? The sun just feels too good
Sometimes the right one finds us
Who cares why they do?
Why not? We jump because we could

All I see is up-close magic
Only sweet because it ends
All I see is up-close magic
Only sweet because it ends

Someday we might not bother
Line up the way we should
Why not? The sun just feels too good
Sometimes the right one finds us
Who cares why they do?
Why not? We jump because we could"
Jimmy Eat World,The End Is Beautiful,Integrity Blues,10/21/2016,"There must be a plan that neither of us could see
So we went along where it went
A party within a dream
And I never felt peace like that
It was safety as I'd never known
Oh, I knew nothing
I was sick
And I don't blame a thing that you did

It doesn't have to hurt anymore
No, it doesn't have to hurt anymore
Any, anymore

Got a picture of the look when I knew I'd lost you
And I know when you feel trapped
You're gonna do what you have to
You see the problem was us
Tried to bend love to the picture we had in our heads
Oh, that's not nothing, but there it is
And it won't kill us breathing it in

It doesn't have to hurt anymore
No, it doesn't have to hurt anymore
It doesn't have to hurt anymore
No, it doesn't have to hurt anymore
Any, anymore

I was taped up to fight
I had my speech ready
Then like only you can, you stole the air out from me
You said, ""However you go, I'll be cheering you on
In the end, what's the difference how it all went wrong?""
Hey, that's something
The truth is what you believe it is

It doesn't have to hurt anymore
No, it doesn't have to hurt anymore
It doesn't have to hurt anymore
No, it doesn't have to hurt anymore
Anymore"
Jimmy Eat World,Through,Integrity Blues,10/21/2016,"Sounds so great, everything you're saying
Do lies out loud change anything?
Go get mad
Have a child's tantrum
'Til everyone knows how wronged you've been

Look around, that's not me
Not one shred of who I'll be
You don't know what I do
The one way getting out is through

Damn, there's no practical advantage
To chase that love from the people hurting you
See all kinds, ones who think they need it
The ones who'll take it
Then, the ones who know the truth

Look around, that's not me
Not one shred of who I'll be
You don't know what I do
The one way getting out is through

Slow things down, baby check your motives
Sleep at night and stand up straight
Keep in mind, there's a big, big difference
Between letting go and running away

Look around, that's not me
Not one shred of who I'll be
You don't know what I do
The one way getting out is through"
The Menzingers,Bad Catholics,After the Party,10/27/2016,"We should've never thought that we could get stoned
And drive around with just a half a pack of smokes
Bottle of Clear Eyes and appetite
We were pillaging the Turkey Hill on Main Ave in West Side
Wouldn't you guess the only thing we had to fear
Would be flashing their lights in the rearview mirror
This time they got us
It's all over now
You were praying Hail Marys for an escape route
But thank God for your father's last name
And all the connections that he's made
To everyone, you're such a sweet church girl
But I know your secret

Bad Catholics, weren't we, darling?
Always dipping out before communion started
Bad Catholics, weren't we, darling?
Always dipping out before communion started

Another summer and another church picnic
I watch a mother run around in a panic
Chasing a kid with his orange soda mustache
While his father's by the gambling wheel
There I saw you in the beer tent
Hanging with your new husband and your baby on the way
Oh it's kind of strange how it made me miss something
Long lost in the both of us now
You thank God that I found my way
You introduce me to what's his name
To everyone you're a sweet church girl, but I know your secret

Bad Catholics, weren't we, darling?
Always dipping out before communion started
Bad Catholics, weren't we, darling?
Always dipping out before communion started
Bad Catholics, weren't we, darling?
Always dipping out before communion started
Bad Catholics, weren't we, darling?
Always dipping out before communion started"
AFI,Snow Cats,AFI (The Blood Album),10/28/2016,"Am I coy enough? Not boy enough?
You wanted me in this dress
Or nothing else you say I am
I am not scared enough, prepared enough
You wanted me in distress
I've nothing left to fear
I am, I am here

I'll wait for you another night
(As you like)
Dressed in Himalayan white
I'll wait for you some other night
(Dressed as you like)
Dressed in Himalayan white

Am I loud too much, and proud too much?
You wanted me in this stance
Or on my back, you said I am
I am not red enough, in bed enough
I've given up on romance
I've nothing left for love
I am, I am here

I'll wait for you another night
(As you like)
Dressed in Himalayan white
I'll wait for you some other night
(Dressed as you like)
Dressed in Himalayan white

Who's to say when the cats are away?
What they say, what they say
We won't come back
Who's to say when the cats are away?
We won't come back
What they say, what they say
We won't come back
Who's to say when we cats are away?
We won't come back
What we say, what I say
I won't stay

I'll wait for you some other night
(Dressed as you like)
Dressed in Himalayan white
I'll wait for you some other night
(As you like)
Dressed in Himalayan white
I'll wait for you
I'll wait for you
(As you like)
Dressed in Himalayan white"
MxPx,They,They,11/04/2016,"I promise you I'm going to be brief
How can these be the best two we can find?
Are we still blind and falling through the dark?
And how did we get down here in this purgatory prison
With no hope of parole?
No hope of parole
No hope of parole
No hope of parole
I promise you they're lying through their teeth
These politicians feed off their constituencies
But they've got deaf ears and we have blank faces
They hate to see that we're not buying in
And they hate what they can't control
What they can't control
They hate what they can't control
What they can't control
What they can't control
What they can't control
What they can't control
What they can't control
What they can't control
They hate what they can't control
What they can't control
What they can't control
They hate what they can't control
They hate what they can't control
What they can't control"
AFI,White Offerings,AFI (The Blood Album),12/08/2016,"If I were only, if I were only here
I'd die
I'd try to give you
Paper birds I made
But every one did fly
Never to return again

White offerings are all I bring
Welcome to white room, white room
White offerings are all I bring
I welcome you, I offer you this white room

If I were only, if I were only here
I'd try
I'd try to gift you
Paper birds I bring
And you set fire to my sky
All that I will offer you

White offerings are all I bring
Welcome to white room, white room
White offerings are all I bring
I welcome you, I offer you this white room

I can feel your color changing
I can feel your color changing
I can feel your color changing
I can feel it change, ah!

White offerings are all I bring
Welcome to white room, white room
White offerings are all I bring
I welcome you, I offer you this white room

White, white room
White room, white room
White offerings are all I bring
I offer you this white room"
